Geneid,Chr,Start,End,Strand,Length,T:1.5h-28C-1,T:1.5h-28C-2,T:1.5h-28C-3,T:3h-28C-1,T:3h-28C-2,T:3h-28C-3,T:9h-28C-1,T:9h-28C-2,T:9h-28C-3,C:1,C:2,C:3
gene:Solyc01g005620.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,430476;431121;432074;433683;434284;434822,431032;431335;432435;433744;434367;435080,-;-;-;-;-;-,1539,592,503,580,650,444,476,526,548,671,556,586,579
gene:Solyc01g005630.2,SL3.0ch01;SL3.0ch01,444811;444954,444822;445619,+;+,678,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005640.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,449852;450365;452147;453013;453649;453802;454235,449899;450470;452326;453501;453717;453880;454647,+;+;+;+;+;+;+,1384,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005650.2,SL3.0ch01;SL3.0ch01;SL3.0ch01,455415;456325;457224,456262;457025;457261,-;-;-,1587,0,0,0,2,2,2,0,0,0,8,2,4
gene:Solyc01g005660.2,SL3.0ch01;SL3.0ch01;SL3.0ch01,460108;460982;461367,460397;461033;461408,+;+;+,384,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005665.1,SL3.0ch01,461647,461982,+,336,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005670.3,SL3.0ch01,466435,467304,+,870,0,0,2,0,0,0,0,0,0,0,0,0
gene:Solyc01g005680.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,472529;472857;473750;473872;474594;476312;477033,472727;472954;473780;473974;474664;476455;477341,+;+;+;+;+;+;+,955,2,4,0,4,2,2,8,4,10,6,8,10
gene:Solyc01g005690.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,478644;480151;480378,479821;480289;480426,-;-;-,1366,0,0,0,0,0,0,4,0,2,0,0,4
gene:Solyc01g005700.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,481060;483132;484768,483046;483545;484939,-;-;-,2573,16,10,18,16,10,8,6,8,6,8,8,20
gene:Solyc01g005705.1,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,486165;486597;488280;488769;490809;493396,486219;486666;488349;488826;490878;493420,-;-;-;-;-;-,348,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005710.2,SL3.0ch01,486502,487105,+,604,0,2,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005720.3,SL3.0ch01;SL3.0ch01,487250;488880,488810;489517,+;+,2199,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005715.1,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,488057;488880;489363;489454;489650,488810;489278;489406;489534;490061,+;+;+;+;+,1690,0,0,0,0,0,0,0,0,0,0,0,2
gene:Solyc01g005730.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,490689;491229;493414,491158;493346;494533,+;+;+,3708,42,46,35,34,57,58,35,79,48,61,64,47
gene:Solyc01g005740.3,SL3.0ch01;SL3.0ch01,493985;494278,494021;494469,-;-,229,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005750.1,SL3.0ch01;SL3.0ch01,495111;495205,495155;495438,+;+,279,2,4,2,9,2,7,2,2,0,4,2,2
gene:Solyc01g005755.1,SL3.0ch01;SL3.0ch01,496501;497963,496945;499119,+;+,1602,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005760.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,496507;499206;506050,499126;500553;506938,+;+;+,4857,0,0,0,0,0,0,0,0,0,0,4,0
gene:Solyc01g005770.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,497949;500031;501592,499795;501565;502223,-;-;-,4014,0,0,2,0,0,0,0,0,0,0,0,0
gene:Solyc01g005775.1,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,501852;503002;503996;504292,502368;503930;504175;505114,+;+;+;+,2449,6,2,0,0,0,0,0,0,0,0,7,0
gene:Solyc01g005790.1,SL3.0ch01,505626,507002,-,1377,2,2,0,2,2,4,0,2,3,0,0,0
gene:Solyc01g005795.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,507950;508122;508619,508008;508242;508898,-;-;-,460,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005800.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,512557;513889;514233;514411;514594;514762,513777;514128;514323;514499;514659;515973,-;-;-;-;-;-,2919,314,386,262,512,353,372,357,344,376,373,370,524
gene:Solyc01g005810.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,530367;530571;530764;531497;531711;532864;533068;533418;534081;534426,530483;530674;530873;531615;531808;532951;533202;533526;534223;534782,+;+;+;+;+;+;+;+;+;+,1380,18,16,36,20,12,21,14,14,20,20,28,16
gene:Solyc01g005820.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,535572;538740;539245;539717;540220;540693;541250,535679;538902;539322;539846;540387;540800;541703,+;+;+;+;+;+;+,1209,218,179,187,259,218,265,284,314,260,277,228,261
gene:Solyc01g005825.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,558799;558987;559168,558874;559109;559367,+;+;+,399,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005830.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,564882;566840;568462;568977;569396;570554;570834,565762;566980;568730;568981;569709;570581;571160,+;+;+;+;+;+;+,1965,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005840.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,571881;572953;573926;574546,572150;573026;574073;574927,+;+;+;+,874,44,39,46,54,44,52,66,53,56,94,81,68
gene:Solyc01g005850.2,SL3.0ch01,575559,576446,+,888,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005860.2,SL3.0ch01;SL3.0ch01,577114;579960,577382;580028,-;-,338,0,0,0,0,0,0,1,0,2,0,0,0
gene:Solyc01g005865.1,SL3.0ch01;SL3.0ch01,581112;583589,581304;583904,-;-,509,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005870.2,SL3.0ch01,581589,584027,-,2439,0,0,0,0,0,0,0,0,0,0,0,2
gene:Solyc01g005880.1,SL3.0ch01,585371,586414,+,1044,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005890.1,SL3.0ch01;SL3.0ch01,587984;588163,588034;588900,+;+,789,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005900.2,SL3.0ch01;SL3.0ch01;SL3.0ch01,590016;590532;593573,590278;590803;593877,-;-;-,840,4,4,10,12,6,2,6,4,6,8,4,0
gene:Solyc01g005895.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,590339;590532;590977,590355;590803;591791,-;-;-,1104,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005910.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,590594;596329;596814;597002;597841,594996;596463;596851;597068;598470,+;+;+;+;+,5273,8,16,8,8,16,14,6,16,12,4,8,8
gene:Solyc01g005920.2,SL3.0ch01,600468,602186,-,1719,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005930.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,606106;608476;609359,606320;608850;610218,+;+;+,1450,2,8,2,4,0,0,0,2,2,0,0,2
gene:Solyc01g005940.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,614495;615399;615659;616079;616589,614534;615571;615894;616271;616753,+;+;+;+;+,807,0,0,4,2,0,0,2,0,4,2,2,2
gene:Solyc01g005950.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,616639;618325;618530;618712;619297;620556;620757;621321;622087;622814;623993,617532;618447;618619;618903;619363;620596;620828;621392;622170;622870;624436,-;-;-;-;-;-;-;-;-;-;-,2136,1951,1734,1903,2341,1974,1860,2337,2240,2563,2177,2488,2737
gene:Solyc01g005960.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,625153;625965;627042;628378;628945;629725;631647,625226;626896;627125;628620;629112;629838;632593,+;+;+;+;+;+;+,2562,18654,23112,19405,29872,25968,21675,25245,22898,28205,25905,26463,38491
gene:Solyc01g005970.3,SL3.0ch01;SL3.0ch01,642039;645275,642263;647471,+;+,2422,20,6,8,10,15,4,8,16,6,4,11,2
gene:Solyc01g005980.3,SL3.0ch01;SL3.0ch01,649541;651386,650296;652114,-;-,1485,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g005990.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,653437;654253;654556,653576;654348;655153,-;-;-,834,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006000.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,661940;664094;665377;665550;666675;667602;668339;668948,663358;664199;665469;665745;666853;667852;668508;669581,+;+;+;+;+;+;+;+,3048,143,120,133,178,185,141,175,163,171,131,238,207
gene:Solyc01g006010.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,670648;672857;674010;674218;674348;675459;675639;676116;676367,670815;673181;674135;674257;674430;675527;675692;676244;678467,+;+;+;+;+;+;+;+;+,3095,0,0,6,4,0,4,2,4,4,4,4,4
gene:Solyc01g006020.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,678843;679465;680643;681462,679347;679637;680711;681793,-;-;-;-,1079,0,0,0,0,0,4,0,0,1,0,0,0
gene:Solyc01g006040.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,712452;713558;714107;714392;714643;714803;716087;716766;717354;717593;717859;718092;718252;718862;719197;719553;719743;726115,713022;713720;714309;714529;714729;714875;716281;716993;717514;717779;717978;718175;718445;719029;719427;719640;719904;726948,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3887,38,20,2,11,26,20,30,4,30,19,27,22
gene:Solyc01g006050.2,SL3.0ch01,728672,730061,-,1390,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006060.3,SL3.0ch01,737074,737652,+,579,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006070.2,SL3.0ch01,739393,740351,-,959,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006080.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,746437;747796;748102;748303;749569;749838,746918;747887;748187;748474;749741;749861,-;-;-;-;-;-,1029,0,0,0,0,0,0,0,0,0,1,0,0
gene:Solyc01g006090.3,SL3.0ch01;SL3.0ch01,753737;754323,753920;755322,+;+,1184,2,0,0,2,2,0,1,4,0,4,2,2
gene:Solyc01g006100.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,756262;756810;757006;757176;757299;757485;757681;757878;758045;758200;758619;758769;758981;759327;759755;760248;760739;760943;761532;761726;764127,756738;756913;757075;757219;757403;757573;757768;757964;758113;758529;758685;758827;759250;759392;759927;760347;760858;761050;761631;761766;764489,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2930,717,659,774,560,644,844,770,758,795,621,844,611
gene:Solyc01g006110.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,766154;766900;767517;767686;768316;768608;768821;771413;771635,766625;767180;767588;767721;768477;768712;768907;771535;771927,-;-;-;-;-;-;-;-;-,1631,348,418,438,497,377,457,460,384,414,517,453,444
gene:Solyc01g006120.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,775937;777372;777667;777830;778926;779426;779626;779798;779941;780178;780481;781260;781523;782505;783211;783594,775957;777500;777740;777899;778981;779497;779720;779864;780070;780396;780617;781434;781613;782662;783399;784419,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2509,1375,1358,1624,1576,1961,1747,2268,2049,1950,2007,2185,2083
gene:Solyc01g006130.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,785063;786332;787051;788308;788689;788918,785167;786435;787198;788400;788788;789383,+;+;+;+;+;+,1016,4,19,14,14,10,4,12,8,16,6,20,14
gene:Solyc01g006140.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,789404;789956;790144;790499;791976;792305;793114,789605;790046;790345;791167;792210;792424;793463,-;-;-;-;-;-;-,1869,0,0,2,0,0,0,0,0,2,0,0,0
gene:Solyc01g006150.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,797118;797592;797863;798097;798370;798998;801484,797504;797722;798013;798275;798568;799167;801691,-;-;-;-;-;-;-,1425,0,0,0,1,0,0,0,0,0,0,0,3
gene:Solyc01g006160.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,805837;806643;807113;807855,805890;806858;807195;807962,-;-;-;-,461,1378,1461,1335,1669,1454,1551,1648,1850,1797,1842,2253,2225
gene:Solyc01g006170.3,SL3.0ch01;SL3.0ch01,808930;811119,809873;811277,-;-,1103,4,2,2,0,2,0,2,4,0,4,0,6
gene:Solyc01g006180.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,812230;814712;815612;818256;818572;818662;818873,813255;814879;816888;818268;818584;818665;818879,-;-;-;-;-;-;-,2508,62,63,63,69,43,72,78,52,87,58,94,72
gene:Solyc01g006190.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,819074;820484;822262,819397;820867;822480,-;-;-,927,2636,3020,2713,3348,3357,3111,3844,3683,3392,3456,4055,4599
gene:Solyc01g006195.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,822498;823195;823458,822564;823211;823637,-;-;-,264,207,237,245,214,213,262,321,243,248,262,330,282
gene:Solyc01g006200.3,SL3.0ch01;SL3.0ch01,829576;831635,829829;832645,+;+,1265,149,302,150,202,201,202,234,226,197,231,248,312
gene:Solyc01g006210.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,833133;834152;834445;834802;836340,833683;834229;834675;834882;836543,-;-;-;-;-,1145,10,25,0,8,25,18,17,12,18,18,14,27
gene:Solyc01g006220.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,839412;839919;841222;841402;843082;843378;843586;843848;845970;846674;846993;848569;850027;851259,839823;840009;841312;841429;843262;843458;843757;843926;846069;846785;847128;848628;850126;851308,-;-;-;-;-;-;-;-;-;-;-;-;-;-,1693,117,132,241,135,185,191,244,265,208,193,223,202
gene:Solyc01g006230.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,852614;853758;854124;854364;856428;858116;858261;858413,853647;853843;854258;854743;856566;858171;858331;858911,+;+;+;+;+;+;+;+,2400,218,208,248,314,245,309,251,245,261,243,332,279
gene:Solyc01g006240.3,SL3.0ch01;SL3.0ch01,859861;860641,860284;860918,-;-,702,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006250.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,861410;862354;862665;863834,861701;862570;862794;864064,-;-;-;-,870,6,2,2,4,0,6,6,8,10,0,6,2
gene:Solyc01g006260.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,866282;868405;868699;869312,866485;868595;868836;869756,+;+;+;+,978,187,271,201,251,223,294,231,209,236,297,301,267
gene:Solyc01g006270.2,SL3.0ch01;SL3.0ch01,873680;873997,873733;874392,-;-,450,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006280.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,873779;875721;876564;878577;879817,874420;875870;877739;878723;880657,+;+;+;+;+,2956,1142,1150,1297,1605,1377,1309,1493,1470,1656,1457,1604,1675
gene:Solyc01g006290.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,884367;885177;885814;886581,884641;885365;885979;886987,+;+;+;+,1037,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006300.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,888483;889766;890448;891062,889099;889931;890636;891334,-;-;-;-,1245,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006310.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,898762;899834;900522;901225,899039;900022;900687;901643,+;+;+;+,1052,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006320.3,SL3.0ch01;SL3.0ch01,903446;904088,903924;904121,+;+,513,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006330.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,909106;910529;910783;911134;911404;911858;912020;912455;912616;912985;913176,909440;910582;910857;911253;911595;911941;912112;912508;912695;913092;913522,+;+;+;+;+;+;+;+;+;+;+,1542,0,0,8,0,0,0,0,0,0,0,0,0
gene:Solyc01g006340.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,914903;915105;916726;918353,915002;915148;918203;918486,+;+;+;+,1756,8,16,12,24,10,10,16,20,30,16,8,27
gene:Solyc01g006350.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,934010;935176;935447;936022;936835;937016;937355;937520;938315;938776;938926;939169;939611;939799;939961;943479;944928;945188;945452,934583;935358;935497;936141;936937;937174;937443;937633;938473;938823;939102;939221;939723;939882;940076;943598;945042;945365;945512,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2617,4074,3546,4433,4807,4377,4847,4368,4451,5903,4800,5306,5003
gene:Solyc01g006360.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,951338;951633;951820;955732;956347;958262;958481;958643;963178;963333;963659;963873;964304;965385;965537;966338;966851;967152;968033;972138;972338;976171;977810;978368;980372;981292,951514;951714;951914;955800;956379;958311;958562;958703;963230;963522;963782;963975;964357;965463;965613;966463;966968;967249;968122;972263;972445;976351;977973;978465;980567;981297,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2640,2660,2256,3396,3492,3023,3709,3453,3418,4401,3558,3412,2907
gene:Solyc01g006370.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,983202;984173;985024;985156;986046;986390;987090;987394;987585;988427;988652;988926;989194;989465;990344;990571;990800;991031;991249;991707;991925;992145;992864;993041;993173;995351;995496;995634;996606;996818;997955;998137;998325;999178;999633;1000707;1000942;1001167;1001431;1001599;1002138;1003464;1004998;1005114,983789;984358;985074;985953;986275;986502;987173;987512;987704;988580;988838;988994;989325;989574;990495;990700;990900;991154;991409;991791;992019;992282;992950;993090;993254;995411;995548;995968;996723;996937;998048;998213;998462;999304;999724;1000799;1001058;1001277;1001524;1001723;1002238;1003688;1005038;1005282,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,6437,23,14,16,16,4,16,19,12,10,16,11,8
gene:Solyc01g006380.2,SL3.0ch01,1012479,1014082,+,1604,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006390.2,SL3.0ch01;SL3.0ch01,1016905;1017802,1017081;1018236,-;-,612,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006400.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,1020863;1021183;1022135,1021085;1021398;1022356,-;-;-,661,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006410.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,1024549;1024696;1025108,1024590;1025026;1025244,-;-;-,510,1,0,0,0,0,0,0,0,0,1,0,0
gene:Solyc01g006420.3,SL3.0ch01;SL3.0ch01,1029976;1030404,1030352;1030461,+;+,435,0,0,2,0,0,0,0,0,0,0,2,2
gene:Solyc01g006430.3,SL3.0ch01;SL3.0ch01,1033439;1038461,1034620;1038597,-;-,1319,210824,207594,195300,222614,209599,243711,240688,247890,274727,245116,271612,294134
gene:Solyc01g006440.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1046848;1047888;1048364;1049583;1050311;1050631;1052470,1047646;1048175;1048923;1049800;1050431;1050678;1053164,-;-;-;-;-;-;-,2729,30,26,34,48,28,34,34,16,62,15,24,37
gene:Solyc01g006450.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1057680;1058922;1059775;1059961;1060100;1060269;1061014;1061163;1061378;1061536;1061725;1062366;1062578,1057840;1059200;1059884;1060016;1060184;1060316;1061088;1061274;1061429;1061587;1061782;1062464;1063081,+;+;+;+;+;+;+;+;+;+;+;+;+,1691,84,118,119,95,124,198,149,144,137,230,238,154
gene:Solyc01g006460.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1063763;1064938;1065172;1066147;1066316;1067102,1064746;1065029;1065385;1066234;1066565;1067132,-;-;-;-;-;-,1659,0,1,0,2,0,0,4,0,0,0,2,0
gene:Solyc01g006470.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,1070317;1071377;1072492,1070685;1071554;1072811,-;-;-,867,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006480.3,SL3.0ch01;SL3.0ch01,1073746;1077276,1074216;1078046,+;+,1242,16,12,16,22,4,6,18,18,18,12,16,24
gene:Solyc01g006490.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1081162;1082116;1082477;1083736;1084213;1084593;1084731;1086408,1081757;1082389;1082783;1083983;1084512;1084649;1084840;1086682,-;-;-;-;-;-;-;-,2167,48,25,30,28,36,30,28,20,30,36,34,36
gene:Solyc01g006500.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1089014;1089422;1090602;1092309,1089121;1090297;1091008;1092709,-;-;-;-,1792,86,154,130,143,112,176,106,92,132,108,101,145
gene:Solyc01g006510.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1093447;1094765;1095558;1096083;1096644;1097498,1093887;1094832;1095794;1096373;1096831;1097858,+;+;+;+;+;+,1586,242,311,301,299,407,350,388,389,421,495,393,516
gene:Solyc01g006520.3,SL3.0ch01;SL3.0ch01,1099092;1100390,1099727;1102435,+;+,2682,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006530.1,SL3.0ch01,1104223,1106640,+,2418,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006540.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1113465;1115932;1117113;1118137;1119262;1119663;1120266;1121172;1121996;1122205;1122902,1113880;1116200;1117353;1118460;1119347;1119764;1120541;1121438;1122178;1122336;1123469,+;+;+;+;+;+;+;+;+;+;+,2864,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006545.1,SL3.0ch01;SL3.0ch01,1124145;1126334,1125289;1126682,-;-,1494,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006550.3,SL3.0ch01,1124148,1126731,-,2584,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006560.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1128398;1129776;1130980;1131852;1132882,1128972;1130116;1131246;1132153;1132896,-;-;-;-;-,1500,98,84,82,56,67,117,81,77,63,99,122,118
